178.142	256.873	172.043	197.978	-1.67398
171.361	197.506	161.71	166.537	-1.87288
172.751	313.209	177.768	260.591	-1.47573
162.289	166.129	142.264	132.89	-2.11302
148.476	365.828	167.828	332.427	-1.04569
123.479	126.341	146.01	141.295	0.585961
142.392	366.994	125.691	373.3	2.78054
129.552	377.178	147.871	366.441	-0.530141
149.937	358.687	142.438	366.189	2.35596
159.373	344.656	145.616	344.569	-3.13529
141.89	133.543	125.027	123.302	-2.59583
166.007	333.242	171.892	313.998	-1.27402
121.78	121.267	144.703	124.662	0.147062
69.2002	212.194	88.8303	145.972	-1.28262
68.7175	251.982	70.9822	213.001	-1.51277
119.394	377.052	128.309	376.105	-0.105889
71.5232	294.332	69.2996	248.249	-1.61901
89.629	149.214	99.6001	135.443	-0.944096
132.518	350.475	150.929	358.933	0.430677
104.03	131.682	122.898	127.176	-0.234401
125.011	373.368	100.173	361.77	-2.70476
141.878	348.12	125.691	337.415	-2.55733
145.27	123.781	198.485	133.69	0.184097
120.643	233.018	125.115	285.88	1.48642
78.3062	320.827	71.0065	282.276	-1.75793
99.0959	139.212	103.318	131.988	-1.04183
134.884	157.209	119.644	231.93	1.772
198.896	134.2	236.11	150.786	0.419264
145.818	377.873	115.703	379.536	3.08643
105.242	370.49	122.817	376.523	0.330677
89.1082	346.228	77.8676	317.972	-1.94941
187.221	369.973	146.461	377.595	2.95673
93.8031	353.488	87.6707	340.159	-2.002
210.967	361.617	187.775	369.61	2.80968
238.434	347.478	208.099	363.014	2.66828
100.487	130.347	120.53	120.432	-0.459399
133.447	149.456	125.555	154.261	2.59471
124.943	338.965	132.847	349.924	0.946012
146.877	340.678	159.408	340.138	-0.0430805
114.629	377.756	99.1941	367.138	-2.53901
279.588	185.488	301.813	168.87	-0.642046
305.953	160.02	328.639	156.099	-0.171146
323.85	350.208	310.002	344.184	-2.73131
