193.684	561.086	203.647	522.008	-1.32114
231.854	674.946	201.858	674.595	-3.1299
228.131	462.187	221.39	408.342	-1.69534
176.69	583.909	193.298	561.342	-0.936354
269.6	570.55	271.52	608.143	1.51976
199.379	246.382	164.373	246.551	3.13679
357.109	186.586	363.442	219.07	1.37826
165.966	620.711	163.357	593.103	-1.66502
222.05	408.359	228.672	368.01	-1.40815
139.263	134.373	179.611	138.001	0.0896607
363.681	231.995	355.65	269.11	1.7839
244.868	193.152	243.635	215.721	1.62539
394.649	340.597	395.487	386.9	1.5527
162.231	592.465	176.546	583.83	-0.542826
254.21	220.588	263.448	179.447	-1.34993
202.294	522.03	200.232	494.311	-1.64507
91.8484	201.883	85.6924	180.605	-1.85243
108.765	143.586	138.706	134.636	-0.290456
203.128	515.209	231.885	515.395	0.00646233
292.839	147.537	314.156	144.22	-0.154336
395.244	387.42	383.384	433.513	1.82264
264.162	271.932	255.559	240.068	-1.83451
283.313	513.482	259.716	504.708	-2.78562
311.725	143.508	330.958	151.023	0.372494
164.909	246.641	129.079	235.313	-2.83537
385.288	310.354	394.417	341.121	1.28236
228.06	369.83	241.865	333.891	-1.20407
343.062	161.359	356.979	186.266	1.06125
383.217	433.24	366.557	464.866	2.05564
177.647	137.541	210.17	151.238	0.398601
201.501	673.306	178.239	654.236	-2.4549
256.577	537.739	269.59	569.795	1.18517
271.07	607.236	265.31	634.308	1.78044
321.029	507.646	287.133	514.418	2.94439
86.6648	171.17	95.23	154.823	-1.08816
232.777	170.149	245.563	194.408	1.08573
256.019	240.612	255.356	220.551	-1.6038
174.748	645.14	165.785	620.216	-1.916
220.891	238.932	199.865	245.862	2.8232
262.676	182.392	278.276	158.223	-0.997645
265.672	633.266	252.041	658.216	2.07083
242.913	488.235	228.998	461.422	-2.04953
358.859	476.3	327.883	504.105	2.4101
244.046	524.537	257.676	539.777	0.841094
261.172	505.237	240.944	486.53	-2.39526
107.802	221.116	91.4767	201.178	-2.25687
229.33	515.975	243.826	524.104	0.511048
279.067	158.13	294.862	146.274	-0.643873
244.302	216.803	220.822	240.818	2.34492
241.166	334.728	261.242	303.962	-0.992668
277.084	291.278	263.434	269.498	-2.13061
372.766	290.542	385.234	310.562	1.01382
328.562	149	343.373	162.763	0.748704
353.43	274.011	373.917	291.172	0.697287
131.043	236.255	106.613	219.764	-2.54783
252.94	657.885	231.426	674.526	2.48322
354.847	268.867	347.452	280.185	2.14957
209.458	150.527	233.227	170.726	0.704382
95.3718	155.056	110.164	142.829	-0.690759
260.507	305.559	275.832	289.622	-0.804975
308.11	308.049	323.271	305.137	-0.189757
296.874	305.63	306.966	307.677	0.200028
325.728	302.396	308.172	305.865	2.94651
306.847	305.727	290.454	301.249	-2.87494
340.223	294.081	352.487	277.323	-0.939046
282.993	298.356	298.075	306.962	0.518547
347.528	281.202	334.059	296.45	2.29431
292.298	301.677	277.562	290.091	-2.47531
329.12	302.811	339.418	294.428	-0.683273
95.1343	510.662	97.0251	535.708	1.49545
68.1364	295.92	53.1105	296.498	3.10315
390.14	168.163	392.317	195.689	1.49187
395	136.568	390.048	166.781	1.73323
97.601	489.316	95.3289	509.341	1.68377
445.549	91.2582	431.854	92.954	3.01839
455.57	93.3878	445.486	91.2921	-2.93669
390.298	580.639	391.921	618.177	1.52759
496.099	156.444	489.624	130.563	-1.81595
129.291	394.383	126.306	364.307	-1.66972
73.1172	452.201	94.3552	452.707	0.0238036
126.224	414.459	128.87	395.554	-1.43172
488.131	217.201	496.592	184.626	-1.31668
17.7476	366.963	26.518	404.458	1.34102
141.964	593.916	161.992	591.663	-0.112061
24.1944	322.805	17.7201	351.785	1.7906
497.365	590.532	490.263	552.957	-1.7576
115.579	438.103	126.051	415.825	-1.13137
441.925	674.742	454.531	673.021	-0.135693
395.562	559.107	390.704	582.886	1.77231
107.366	461.597	97.6964	487.968	1.92226
26.7486	402.614	38.1203	423.798	1.07815
58.1512	444.32	72.826	451.257	0.44163
171.927	440.498	156.246	434.103	-2.75438
126.043	363.754	115.421	335.235	-1.92733
200.447	493.181	190.929	463.029	-1.87657
415.709	240.484	431.537	249.941	0.538591
492.015	628.152	496.121	606.971	-1.3793
455.212	249.76	464.283	245.433	-0.445069
392.814	196.983	401.495	222.007	1.23692
125.659	586.789	141.376	593.114	0.3826
450.621	514.779	438.122	514.657	-3.13185
144.47	433.494	134.185	436.135	2.89022
469.606	523.938	453.295	515.303	-2.65472
410.116	531.574	398.992	550.399	2.10453
431.422	93.4436	422.871	97.6039	2.68875
431.876	250.917	454.381	250.821	-0.00427315
158.135	434.199	145.604	433.503	-3.08615
392.753	619.496	399.595	640.554	1.25667
402.228	222.55	415.147	239.734	0.926124
80.5518	299.656	69.4077	296.75	-2.88649
87.0686	304.013	79.6766	300.061	-2.65062
103.22	555.575	111.278	570.938	1.08773
489.178	130.059	479.389	111.867	-2.06445
97.4774	536.696	102.754	554.485	1.28243
403.729	117.838	395.786	135.697	1.98926
122.921	442.948	110.129	457.695	2.28535
464.234	669.237	480.934	652.177	-0.796088
481.941	539.325	472.777	527.137	-2.21552
399.649	639.949	408.133	654.37	1.03902
434.111	515.124	416.81	524.251	2.65617
133.602	436.37	123.989	442.522	2.57235
478.818	111.15	464.763	97.7191	-2.37891
481.524	651.047	491.992	628.768	-1.13154
421.569	667.461	431.48	672.632	0.480946
496.417	185.63	496.121	156.87	-1.58107
18.4405	353.122	18.5591	365.633	1.56132
408.622	655.119	421.879	668.144	0.776556
112.964	330.959	92.3678	306.461	-2.26988
489.914	555.366	482.647	540.254	-2.01906
52.2574	296.627	36.2935	305.871	2.61671
36.7208	305.517	25.3502	321.682	2.1838
111.646	572.109	127.451	587.564	0.774183
421.488	97.7658	404.038	116.562	2.31905
479.339	230.604	486.87	218.122	-1.02792
38.1429	424.357	58.0474	444.441	0.789874
95.1947	452.047	108.761	444.229	-0.52279
464.325	245.634	479.08	231.566	-0.761579
191.31	466.481	182.967	451.966	-2.09243
496.275	608.12	496.417	591.871	-1.56208
107.928	445.462	114.767	437.199	-0.879336
182.352	451.345	169.156	439.478	-2.4092
394.368	209.377	388.847	188.263	-1.82658
24.0367	401.967	17.6013	378.267	-1.83594
16.5762	374.38	16.0728	346.89	-1.58911
498.32	186.926	490.8	215.671	1.82668
100.499	554.413	95.2825	536.977	-1.86151
129.78	369.36	130.965	401.863	1.53435
201.938	490.62	203.543	509.339	1.48522
92.7596	519.35	94.5016	494.384	-1.50113
120.046	340.384	126.877	359.374	1.22551
492.222	554.293	497.54	576.717	1.33793
387.573	599.323	390.381	569.352	-1.47737
